Violation Charged Code,Violation Description,Violation Year,Violation Month,Violation Day of Week,Age at Violation,Gender,State of License,Police Agency,Court,Source
1110A,DISOBEYED TRAFFIC DEVICE,2019,3,SUNDAY,71,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163D,IMPROPER SIGNAL,2019,4,TUESDAY,40,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,4,WEDNESDAY,45,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163D,IMPROPER SIGNAL,2019,4,TUESDAY,51,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,5,THURSDAY,53,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,6,SATURDAY,31,M,MASSACHUSETTS,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
37512A,NO/ILLEGAL FRONT WINDSHIELD,2019,6,SATURDAY,31,M,MASSACHUSETTS,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,7,TUESDAY,49,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,7,TUESDAY,31,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,8,WEDNESDAY,30,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,8,TUESDAY,34,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1127A,DRIVING/WRONG DIRECTION ON ONE-WAY STREET,2019,8,FRIDAY,23,F,CONNECTICUT,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,2,TUESDAY,53,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,4,FRIDAY,39,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,SATURDAY,37,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,3,FRIDAY,59,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160B,IMPROPER LEFT TURN ON TWO-WAY RDWY,2019,3,TUESDAY,23,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,5,WEDNESDAY,55,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
5091,UNLICENSED OPERATOR,2019,6,SUNDAY,18,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,9,FRIDAY,70,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
37512A1,FRONT WINDSHIELD NON/TRANSPARENT,2019,12,SATURDAY,49,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,12,SATURDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,6,THURSDAY,41,F,VIRGINIA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,7,WEDNESDAY,42,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,3,WEDNESDAY,66,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,3,THURSDAY,64,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,4,FRIDAY,68,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,3,MONDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1127A,DRIVING/WRONG DIRECTION ON ONE-WAY STREET,2019,1,THURSDAY,45,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,2,MONDAY,29,M,VIRGINIA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,5,FRIDAY,53,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,WEDNESDAY,57,F,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,2,THURSDAY,53,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,3,THURSDAY,52,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,4,SUNDAY,56,F,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,5,TUESDAY,50,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,6,FRIDAY,37,F,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,7,SATURDAY,54,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,9,WEDNESDAY,22,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,12,TUESDAY,61,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160A,IMPROPER RIGHT TURN,2019,11,SATURDAY,60,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,4,FRIDAY,39,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,3,SATURDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,5,SUNDAY,45,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,SUNDAY,45,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,11,SATURDAY,33,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,11,SATURDAY,40,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,12,SATURDAY,56,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,12,SATURDAY,45,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,1,TUESDAY,38,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
4021,PLATE MISSING/INSECURE/DIRTY,2019,1,SUNDAY,21,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,2,TUESDAY,28,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,2,THURSDAY,28,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,3,FRIDAY,41,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,3,TUESDAY,23,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160B,IMPROPER LEFT TURN ON TWO-WAY RDWY,2019,4,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160C,IMPROPER LEFT TURN ON ONE-WAY RDWY,2019,4,SUNDAY,31,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,2,MONDAY,26,F,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,3,WEDNESDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,6,SATURDAY,31,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,6,SATURDAY,31,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,6,MONDAY,22,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
5091,UNLICENSED OPERATOR,2019,7,FRIDAY,21,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
4011AG,UNREG VEH > 60 DAYS,2019,8,SUNDAY,19,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3,NO SEAT BELT ADULT,2019,8,SUNDAY,19,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,11,SATURDAY,21,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,3,SUNDAY,19,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
406A12,SPD-UNPSTD 11-30 NYC,2019,4,SUNDAY,53,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
406A12,SPD-UNPSTD 11-30 NYC,2019,4,SUNDAY,42,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
406A12,SPD-UNPSTD 11-30 NYC,2019,12,WEDNESDAY,51,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,2,MONDAY,44,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,2,WEDNESDAY,33,F,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,2,WEDNESDAY,73,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,1,THURSDAY,56,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1172A,FLD TO STOP AT STOP SIGN,2019,4,THURSDAY,51,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,4,THURSDAY,36,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,9,FRIDAY,18,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1172A,FLD TO STOP AT STOP SIGN,2019,9,THURSDAY,71,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,6,MONDAY,32,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,6,SUNDAY,22,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,6,SUNDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,9,WEDNESDAY,34,M,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,12,SATURDAY,36,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,12,SATURDAY,57,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,36,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,55,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,69,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225D,OPER MV WHILE USING PORTABLE ELEC DEV,2019,12,SATURDAY,31,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,33,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,27,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,53,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,37,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,25,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,23,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,29,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,34,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,25,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,3,WEDNESDAY,38,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,WEDNESDAY,52,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,WEDNESDAY,30,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,WEDNESDAY,29,F,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D13,SPEED IN ZONE 31+,2019,1,THURSDAY,60,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,3,MONDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,3,MONDAY,30,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
402C,DANGEROUS DRIVING,2019,3,MONDAY,74,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,3,MONDAY,69,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,3,MONDAY,54,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,3,MONDAY,53,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,3,MONDAY,61,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,2,THURSDAY,44,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,2,THURSDAY,50,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1225C2A,OPERATING MV MOBILE PHONE,2019,2,THURSDAY,54,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,2,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,2,THURSDAY,62,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,2,WEDNESDAY,39,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,2,WEDNESDAY,52,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110AB,DISOB TRAFFIC DEVICE BICYCLE,2019,2,FRIDAY,29,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,41,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,41,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,41,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,64,F,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,1,THURSDAY,33,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,2,WEDNESDAY,61,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,2,THURSDAY,65,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,2,THURSDAY,41,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,2,THURSDAY,47,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1174A,FLD TO STOP SCHOOL BUS,2019,5,THURSDAY,35,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1174A,FLD TO STOP SCHOOL BUS,2019,5,THURSDAY,30,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,5,THURSDAY,55,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1160E,IMPROPER U-TURN,2019,5,WEDNESDAY,70,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,36,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,32,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,FRIDAY,36,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,23,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,5,FRIDAY,28,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,60,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,4,TUESDAY,42,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,4,TUESDAY,54,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,4,TUESDAY,52,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,60,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,64,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,60,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,51,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,62,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,21,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,56,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,4,WEDNESDAY,42,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
413,TRUCK RTE VIOLS NYC,2019,4,WEDNESDAY,34,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,5,WEDNESDAY,39,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,5,WEDNESDAY,23,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,5,WEDNESDAY,28,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,5,FRIDAY,36,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1110A,DISOBEYED TRAFFIC DEVICE,2019,5,FRIDAY,26,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
413,TRUCK RTE VIOLS NYC,2019,5,FRIDAY,51,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,5,WEDNESDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1229C3A,NO LAP/SHOULDER HARNESS OR DJ VIO,2019,5,THURSDAY,61,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,5,FRIDAY,44,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163AT,IMPROPER TURN,2019,5,FRIDAY,29,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,5,FRIDAY,56,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
413,TRUCK RTE VIOLS NYC,2019,5,FRIDAY,32,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,6,WEDNESDAY,34,M,NEW JERSEY,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,6,WEDNESDAY,34,M,DISTRICT OF COLUMBIA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,6,WEDNESDAY,48,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,6,WEDNESDAY,51,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
5091G,UNLICENSED GT 60DAYS,2019,6,WEDNESDAY,51,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,7,THURSDAY,37,F,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,43,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,28,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,58,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
403A1,FLD YIELD PEDEST NYC,2019,12,SATURDAY,32,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1163D,IMPROPER SIGNAL,2019,5,FRIDAY,49,F,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,5,FRIDAY,48,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,30,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,28,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,27,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,42,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,32,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,5,FRIDAY,38,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1N,NYC REDLIGHT,2019,5,FRIDAY,43,M,NEW YORK,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1180D12,SPEED IN ZONE 11-30,2019,6,MONDAY,35,F,FLORIDA,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
1111D1C,NYC BIKE/SKATE RDLGT,2019,6,WEDNESDAY,20,M,UNKNOWN,NYC POLICE DEPT,MANHATTAN NORTH TVB,TVB
